point_index,tx,ty,rx,ry,rz,centroid_x,centroid_y,fwhm_x,fwhm_y,peak,focus_x,focus_y,astig,theta,duration_s
0,-0.13794105127453804,0.6287359446287155,0.030641276668757197,-0.04465433154255152,-0.020206076838076115,-1.5126778640444447,1.2360838106714767,0.051538675375208835,0.036762827105255184,29.763434523595045,-219.2022263450835,-31.838796124510424,187.36343022057306,-0.10308564267552178,5.557299852371216
1,0.35718902572989464,-0.6372891142964363,-0.0464826837182045,0.007724772673100233,0.035865226853638896,0.2576605570041323,-1.244749893741886,0.05102443216013065,0.03857616152944086,28.654287390918345,-179.7464440321584,-71.89239332096483,107.85405071119357,0.07631170739748283,5.252070903778076
2,0.693394847214222,0.21839645691215992,0.006376002915203571,-0.01486870227381587,0.011848499253392222,-0.49696364817478966,0.44073454893138964,0.051638050603330786,0.03263964799766423,33.58395327855831,-260.7606679035251,8.07050092764382,268.8311688311689,-0.02450759322956042,4.689224004745483
3,-0.7876427546143532,-0.2040006723254919,-0.015962832327932122,0.027939523011446005,-0.04619128638878465,0.9372616306762972,-0.43733303418600605,0.050468003719693066,0.03128979298058374,36.058385196271956,-10.338074623788941,-219.2022263450835,-208.86415172129455,-0.03318978321205002,4.645036935806274
4,-0.5358974169939756,0.35696321353316307,-0.026934460364282133,0.047291986364871266,-0.028633704967796804,1.5929925880183111,0.6955539057009827,0.0506614094792694,0.030511096165012252,36.964935745864956,-4.195011337868493,-231.48835291692436,-227.29334157905586,0.00034068640700368746,4.547293424606323
5,0.9416535515338182,-0.34643978998064995,0.048627004120498904,-0.0095816545188427,0.012950904387980702,-0.3149870420311098,-0.6789918396736285,0.053155303888604184,0.03465561467502902,30.77307699467091,-284.1372912801485,27.55102040816331,311.6883116883118,-0.048808334382956176,4.988977432250977
6,0.10893031023442745,0.7987968157976866,-0.010474052745848894,0.01770280208438635,0.03930995427072048,0.5948182508443124,1.6158205622056987,0.04740603947134466,0.029167287962694938,40.99354180552489,-137.38404452690168,-110.35868893011751,27.025355596784166,0.007935495895254885,4.991112232208252
7,-0.3896864000707865,-0.8112223986536264,0.013427277654409403,-0.029992086905986072,-0.004993869457393885,-1.0184286796418154,-1.6177532569132342,0.04792635631682682,0.029285874902395353,40.206181344136716,-168.51164708307573,-71.89239332096483,96.6192537621109,0.011235869339527138,4.683233022689819
8,-0.361117135733366,0.09802678786218166,-0.004646493494510649,-0.0019221286289393888,0.0288709937594831,-0.0677290066568665,0.21364942838367637,0.04674650184333388,0.026791075806590754,45.535370083957304,-117.47062461348177,-124.58256029684603,-7.111935683364251,0.002143514784004541,4.80434250831604
9,0.14188453927636147,-0.10464473254978657,0.020084888767451042,0.03964466899633408,-0.013089032843708992,1.339233737099683,-0.21714761042056116,0.04705550603092934,0.027272434198338594,44.54468140551503,-96.13481756338899,-144.49598021026594,-48.36116264687695,0.005859432608343873,4.849704742431641
10,0.8071349710226059,0.5547529943287373,-0.03350621974095702,-0.03151147533208132,-0.039074215572327375,-1.0570676750080086,1.0747048398917964,0.05491721131132171,0.035528530593566185,28.859718650757387,-304.19501133786844,49.85569985569981,354.05071119356825,0.008142416742726866,5.60991358757019
11,-0.7129022181034088,-0.554046455770731,0.04269003737717868,0.019234396051615477,0.0048542870208621025,0.6445467250683773,-1.103691048625441,0.048966899660710834,0.028783831810238997,40.45890066302741,-39.54854669140386,-201.7625231910947,-162.21397649969083,0.016138976154391305,5.3962626457214355
12,-0.9612219538539648,0.8849705848842859,0.0005492539145052419,0.0061191601678729085,0.019970365520566705,0.19454355133206194,1.7805851556600758,0.050444579380107574,0.03344110962630727,33.484047428604875,-38.188002473716836,-199.96907854050718,-161.78107606679035,0.08663064809290599,5.625532150268555
13,0.5554506722837687,-0.8803230207413435,-0.022619632445275786,-0.043060927558690315,-0.03572562299668789,-1.4565033635865632,-1.7679473067218594,0.05783092638075074,0.0422463229690193,23.080096854917496,-290.0329828901257,45.135023706452216,335.1680065965779,0.20150774944470173,4.982718467712402
14,0.3935688566416502,0.4592502638697624,0.03721384629607201,0.03590499954298139,-0.012085808347910641,1.2114473576017066,0.906887056106331,0.04865380619263784,0.033567840587043075,34.756850613891366,-134.53927025355597,-114.62585034013607,19.9134199134199,0.0050662325023611565,5.036435842514038
15,-0.11279738135635853,-0.461927130818367,-0.0405449059791863,-0.02284638434648514,0.04632938858121634,-0.7754051807814667,-0.8894923489259301,0.050106074006408166,0.03497912196983916,32.267976158466304,-177.49948464234186,-65.15151515151521,112.34796949082664,0.06405792703325597,5.1238696575164795
16,-0.02238459885120392,0.4063497632741928,0.024604592658579352,0.01281384024769068,-0.04792419960722327,0.4300850969087141,0.7789950508093062,0.04777291250365404,0.03067002012807961,38.871927502933204,-127.42733457019173,-118.89301175015461,8.534322820037119,0.010115085891183817,5.011773347854614
17,0.4906363785266876,-0.42125309258699417,-0.0025194688700139536,-0.02553027728572488,0.007332574017345904,-0.8591366172151761,-0.8314166896688331,0.051657970179686326,0.033025145432776126,33.16858306477029,-256.86456400742117,4.174397031539911,261.0389610389611,0.04364935664183589,4.7727155685424805
18,0.591441560536623,0.9964987952262163,0.03784083900973201,0.045528210792690524,0.03408328918740154,1.5303983255939482,2.0058655568219965,0.051153562761860845,0.04173772347351776,26.523240238988105,-141.65120593692023,-110.35868893011751,31.292517006802726,0.008842268245613738,5.087401628494263
19,-0.9346934221684933,-0.9874761309474707,-0.03449808582663536,-0.00824502818286419,-0.02467375248670578,-0.2950377610401152,-1.9863044230838467,0.05245841473834927,0.0407778833223645,26.409172715596014,-74.13935271078134,-170.75860647289227,-96.61925376211093,-0.1829289595666177,5.450340270996094
20,-0.6869272757321596,0.5764722786843777,-0.02050480889156461,-0.017010895814746622,-0.0001353851519525079,-0.5802182798414336,1.1490426889393117,0.04703201616322742,0.02715550751599175,44.39239329562117,-107.51391465677182,-133.11688311688312,-25.6029684601113,0.011032465268240088,5.1930975914001465
21,0.8436709027737379,-0.5635085217654705,0.005056744813919066,0.028946559503674515,0.040701832808554175,0.9815281751674866,-1.09455193298906,0.04827548401695043,0.029576000434407543,39.68074603482323,-197.72211915069065,-56.16367759224909,141.55844155844156,0.01877166222121396,4.687862396240234
22,0.2384070549160242,0.017817361280322075,-0.04154898505657911,-0.049921711347997194,0.01785879535600543,-1.6828678839727105,0.046608843855453816,0.053439791465652586,0.03559760420152412,29.600039457902316,-272.44897959183675,19.75881261595549,292.20779220779224,0.07182166729671646,5.33818793296814
23,-0.2701507266610861,-0.0287796501070261,0.03235244685783982,0.011856992449611428,-0.027290458232164385,0.398106520611516,-0.07480152384315282,0.04734529676909725,0.02843421628486961,42.501023336660026,-101.8243661100804,-143.0735930735931,-41.24922696351268,0.017398757473741977,5.381969451904297
24,-0.47889386862516403,0.8199782129377127,-0.048206977453082805,0.03377482676878572,0.00038642659783363204,1.136598951655089,1.6382921998656024,0.04895303393369996,0.028728481798625572,40.68627918706107,-34.23005565862712,-204.42176870748307,-170.19171304885595,0.011627234949121323,4.894795656204224
25,0.010626696050167084,-0.8212223220616579,0.026524505950510507,-0.02182695753872395,-0.040856719482690096,-0.7388980629763823,-1.6588683820086918,0.04835513280538245,0.02922708133028388,40.13572972939364,-193.2282003710576,-51.66975881261601,141.5584415584416,0.012216244303641766,4.875821590423584
26,0.9073867909610271,0.27719246223568916,-0.014568223804235461,0.0008641736581921564,-0.017606299184262757,0.03596506689568278,0.5389755095599108,0.05102730781549366,0.031648932652275266,34.95071456554022,-256.86456400742117,4.174397031539911,261.0389610389611,0.00044595115130707796,5.186383485794067
27,-0.5641197897493839,-0.2701360024511814,0.011628122907131909,-0.038916684035211806,0.027137120906263593,-1.3180786251696515,-0.5205397357918375,0.047248406788690675,0.02736657775672992,43.59073040045875,-159.83302411873845,-80.9420737992167,78.89095031952175,0.0012526611597860615,5.495532035827637
28,-0.8162880931049585,0.16600332595407963,0.04449802041053773,-0.036412457935512066,0.04767167568206787,-1.2362341738621292,0.36076362119642646,0.04833068573718995,0.03199256175375703,36.59887364293779,-133.11688311688312,-114.62585034013607,18.491032776747048,0.011605999962193803,5.05914044380188
29,0.6595596130937338,-0.16281929425895214,-0.028670955169945958,0.02368381535634398,-0.00717925848439336,0.803394627755894,-0.3283661929938446,0.04827399173242049,0.030302718208303887,38.659910936640706,-181.99340342197493,-69.64543393114829,112.34796949082664,0.026282384055925867,5.049159049987793
30,0.25845386274158955,0.7397949621081352,0.018667196575552228,-0.003698297496885064,-0.03433431070297957,-0.12777440617803915,1.449078530399004,0.04976246846563483,0.03427667604262802,33.06927607497977,-188.73428159142452,-62.904555761698674,125.82972582972585,-0.05450273019942209,4.986017465591431
31,-0.22672557644546032,-0.7449114471673965,-0.009091657213866712,0.040969271585345274,0.024828665051609272,1.3770662346833051,-1.4716755791851228,0.049871264772506946,0.0323374629914252,35.33306898222905,-56.16367759224909,-184.24036281179144,-128.07668521954236,-0.06643325060409389,5.252026081085205
32,-0.20814717002213,0.24598661623895168,-0.03211233783513308,0.010029427334666254,-0.004628970567137,0.33728738749133613,0.4873559270098623,0.047036088630950386,0.02724042325165197,44.57719463669449,-110.35868893011751,-131.6944959802103,-21.335807050092782,-0.002239820576393825,5.242961883544922
33,0.30239139311015606,-0.23891146667301655,0.04169131116941571,-0.04696471011266112,0.03894543536007404,-1.5820080481719268,-0.4494295124833375,0.05306568718875622,0.03465978023686296,30.659318514180015,-276.34508348794066,23.6549165120594,300.00000000000006,-0.04982328752990384,5.033555269241333
34,0.6547152940183878,0.6636500842869282,-0.004722062591463329,0.030438335891813037,0.014927560556679959,1.0295993301589814,1.3298068375499983,0.04778426222357168,0.02944891831508467,40.270898237959074,-170.75860647289227,-76.38631210059788,94.37229437229439,-0.013210879956757182,5.174842834472656
35,-0.8739593233913183,-0.66487592831254,0.02054645828902721,-0.017373998276889326,-0.0306092182174325,-0.5942691936965935,-1.3457179653979043,0.04750982294055171,0.02759022679015177,43.163493235635684,-90.4452690166976,-148.7631416202845,-58.317872603586906,-0.013315200145458839,5.288627624511719
36,-0.6217295229434967,0.7712076101452112,0.034655678179115065,-0.007392964605242011,-0.04421162465587258,-0.2607957519368653,1.509076166791154,0.05008078392748713,0.03714393855446321,30.438164842405577,-107.51391465677182,-145.9183673469388,-38.40445269016698,0.09631605678750033,5.190417051315308
