point_index,tx,ty,rx,ry,rz,centroid_x,centroid_y,fwhm_x,fwhm_y,peak,focus_x,focus_y,astig,theta,duration_s
0,-0.3549544457346201,-0.8964907228946686,0.03596702488139272,0.048667911533266314,0.01840810794383288,1.6385313456363013,-1.7798131335364122,0.04981948973494849,0.029693850416611132,38.664060261711256,-25.695732838590004,-216.13069470212326,-190.43496186353326,-0.019442950356340916,4.372445344924927
1,0.6098763719201088,0.9005126226693392,-0.0184186696074903,-0.04373723212629557,-0.012610169034451245,-1.4750537883166055,1.776979740075017,0.056191736028102506,0.03688361527889863,27.205076364005095,-299.4743351886209,54.576376004947406,354.0507111935683,-0.07230102769892532,4.322793006896973
2,0.19960520416498184,-0.1963773239403963,0.017515212297439575,0.01916117304936052,-0.04527052333578468,0.6480833671978848,-0.41991632871980866,0.04684567329130354,0.02696257502698116,44.9654818879704,-140.22881880024738,-104.66914038342611,35.55967841682127,-0.000633142528629449,4.316163778305054
3,-0.9605676773935556,0.19241883978247643,-0.03745617605745793,-0.013448847271502022,0.048711766116321095,-0.4603123617107794,0.4150745191467854,0.047989623135664135,0.028407329663745474,41.42945764572258,-67.39847454133175,-164.01772830344265,-96.6192537621109,-0.010542990118388218,4.5957701206207275
4,-0.5697047766298056,-0.2990976180881262,-0.008024155069142579,-0.0009601240977644906,0.02666880860924721,-0.037357915751095386,-0.5797596592993776,0.047551585148150895,0.02801160436746433,42.37849958929307,-87.60049474335189,-145.9183673469388,-58.317872603586906,-0.00821031325186361,4.788367748260498
5,0.34043483808636665,0.3108862563967705,0.04052614783868194,0.0066735942848026725,-0.02932496601715684,0.22576581137741655,0.5995669859446229,0.049183808081203276,0.033339332132283295,34.54112912200621,-181.99340342197493,-69.64543393114829,112.34796949082664,-0.04141311423365579,4.8171327114105225
6,0.9692261703312397,-0.606751199811697,-0.039183292724192145,-0.031224524043500426,-0.009665148425847293,-1.0513701439328975,-1.2081447489628894,0.05994291837909033,0.04396458031442698,21.39741351363842,-313.6363636363636,64.01772830344254,377.65409193980616,0.2072396624880306,4.683705806732178
7,-0.2456305082887411,0.5950259771198034,0.009171552397310732,0.036157110799103984,0.009341273084282876,1.2154770370482575,1.1934866154416524,0.04896317463602662,0.0310787548900463,37.48863527412714,-67.39847454133175,-179.7464440321584,-112.34796949082664,0.06607309582697019,4.346705198287964
8,-0.09179823286831379,-0.006053505465388298,-0.04880701312795282,0.005535414256155488,-0.02298730006441474,0.1858684608107968,-0.026658096937171864,0.048172522650201964,0.030749853856438192,37.98425354499019,-130.27210884353744,-110.35868893011751,19.91341991341993,0.004076955565927243,4.257068872451782
9,0.8183368444442749,0.009936109185218811,0.006164029520004985,-0.0114426682703197,0.020921657793223858,-0.38009656642337303,0.03283916218887978,0.052195724578604,0.032519521366469406,33.388516799611416,-264.656771799629,15.862708719851582,280.51948051948057,-0.007617020229350402,4.3475728034973145
