TX,RY,Intensity,sigma_x,sigma_y,astigmatism
-3.9,-0.04,20275.00000000001,0.0204966571259687,0.0272926547345914,-582.7458256029685
-3.9,-0.0375,20293.00000000001,0.0205400811541347,0.0275274904285452,-589.9402185116471
-3.9,-0.035,20295.000000000007,0.0205754762170405,0.027762500040261,-597.1346114203257
-3.9,-0.0325,20294.00000000001,0.0206086158980691,0.0280027438188063,-611.523397237683
-3.9,-0.03,20302.000000000007,0.0206448734726352,0.0282442283849693,-618.7177901463616
-3.9,-0.0275,20306.00000000001,0.0206801963447153,0.028480093398308,-625.9121830550403
-3.9,-0.025,20313.000000000007,0.0207249292614881,0.0287220080596634,-633.1065759637189
-3.9,-0.0225,20324.00000000001,0.0207627488320095,0.0289660907750103,-646.5677179962895
-3.9,-0.02,20332.000000000007,0.0208005411366757,0.0292045484204852,-654.1743970315399
-3.9,-0.0175,20330.00000000001,0.0208404238272902,0.0294397318210179,-665.5741084312513
-3.9,-0.015,20325.000000000007,0.0208809148514307,0.0296775847603164,-665.5741084312513
-3.9,-0.0124999999999999,20323.00000000001,0.0209217982992751,0.0299252095460472,-673.5930735930735
-3.9,-0.01,20345.00000000001,0.0209673519035817,0.0301645207787534,-697.6499690785404
-3.9,-0.0075,20354.00000000001,0.021011609325821,0.0304049315592724,-697.6499690785405
-3.9,-0.005,20358.00000000001,0.0210545110863816,0.0306459029815977,-713.6878994021852
-3.9,-0.0025,20358.00000000001,0.0211012095840825,0.0308793841762825,-729.7258297258297
-3.9,0.0,20379.00000000001,0.0211449739262004,0.0311255941402473,-733.5188620902904
-3.9,0.0025,20372.00000000001,0.0211933455507424,0.0313579304432454,-725.0876108018963
-3.9,0.0049999999999999,20384.00000000001,0.0212417149021366,0.0316017132835037,-750.3813646670787
-3.9,0.0074999999999999,20393.00000000002,0.0212870080895424,0.0318472615110861,-751.7006802721087
-3.9,0.0099999999999999,20396.00000000001,0.0213380145375431,0.0320902579481848,-769.3877551020406
-3.9,0.0124999999999999,20399.00000000002,0.0213896795093238,0.0323274890342532,-760.5442176870747
-3.9,0.015,20412.00000000001,0.0214380456329097,0.0325732490147267,-787.0748299319727
-3.9,0.0175,20410.00000000001,0.0214893319284342,0.032814525513063,-778.2312925170066
-3.9,0.0199999999999999,20410.00000000001,0.0215383880328257,0.0330631422092648,-804.7619047619046
-3.9,0.0224999999999999,20420.00000000001,0.021592041858118,0.0333086587694083,-795.9183673469386
-3.9,0.0249999999999999,20432.000000000007,0.021651207070808,0.0335521214419752,-805.256648113791
-3.9,0.0274999999999999,20440.00000000001,0.0216997295390352,0.033801097216137,-812.1212121212121
-3.9,0.03,20425.000000000007,0.0217542787464408,0.034041960797252,-831.4574314574314
-3.9,0.0325,20433.00000000001,0.0218106535143778,0.0342752040257084,-831.4574314574314
-3.9,0.035,20439.000000000007,0.0218668728168807,0.0345095226977775,-860.4617604617605
-3.9,0.0375,20449.00000000001,0.0219277454446766,0.0347560607467081,-850.7936507936508
-3.9,0.04,20448.00000000001,0.0219889048379727,0.0349937907416741,-870.1298701298701
-3.9,0.0425,20450.000000000007,0.0220502653738425,0.035240966277512,-870.1298701298701
-3.9,0.0449999999999999,20472.00000000001,0.0221109121789738,0.0354953772146471,-879.7979797979798
-3.9,0.0474999999999999,20470.000000000007,0.0221661966920902,0.0357394115782968,-889.4660894660896
-3.9,0.0499999999999999,20468.00000000001,0.0222257855877253,0.0359893277772431,-891.8779633065349
-3.9,0.0524999999999999,20464.00000000001,0.0222912819426737,0.0362378142248503,-902.370645227788
-3.9,0.0549999999999999,20476.000000000007,0.0223488775359882,0.0364861816207656,-912.8633271490414
-3.9,0.0574999999999999,20495.00000000001,0.0224154116888368,0.036729225680958,-923.3560090702948
-3.9,0.06,20502.000000000007,0.0224803310749912,0.0369697597376479,-933.8486909915482
-3.9,0.0625,20502.00000000001,0.0225477771775089,0.0372117415117786,-933.8486909915482
-3.9,0.065,20507.00000000001,0.0226119796823443,0.0374553600668894,-944.3413729128016
-3.9,0.0675,20508.000000000007,0.0226705367512153,0.0377026051488073,-944.3413729128016
-3.9,0.07,20508.00000000001,0.0227364966748626,0.0379487698719902,-965.3267367553082
-3.9,0.0725,20523.000000000007,0.0228098815549404,0.0381927655481122,-965.3267367553082
-3.9,0.075,20527.00000000001,0.0228782951379854,0.038443053306668,-984.6011131725418
-3.9,0.0774999999999999,20532.00000000001,0.0229462211282886,0.0386940249376132,-984.6011131725418
-3.9,0.0799999999999999,20537.000000000007,0.0230144684672506,0.0389471269441968,-1007.2356215213358
-3.9,0.0824999999999999,20543.000000000007,0.0230809107935976,0.0391852179827198,-1018.5528756957328
-3.9,0.0849999999999999,20555.00000000001,0.0231597310864209,0.0394251872193281,-1018.5528756957328
-3.9,0.0875,20546.000000000007,0.0232339607416721,0.0396745246289062,-1018.5528756957328
-3.9,0.09,20554.00000000001,0.023301682932312,0.0399249123097899,-1029.87012987013
-3.9,0.0925,20545.00000000001,0.0233806979996285,0.040169631929118,-1052.504638218924
-3.9,0.095,20559.000000000007,0.0234488609363977,0.0404170610427857,-1043.9290867862296
-3.9,0.0975,20561.000000000007,0.0235223909789686,0.0406654574834417,-1056.3388991960423
-3.9,0.1,20578.00000000001,0.0236036494669893,0.0409134556704688,-1080.6225520511234
-3.8,-0.1,17228.00000000001,0.019919814293326,0.0213107233065069,-348.9795918367347
-3.8,-0.0975,17594.000000000007,0.0199228497825092,0.0215400684468164,-368.21273964131103
-3.8,-0.095,17938.000000000007,0.0199024258274555,0.0217387394029406,-363.4920634920634
-3.8,-0.0925,18268.00000000001,0.0198956209949454,0.0219609415194537,-372.93341579055857
-3.8,-0.09,18629.00000000001,0.0198939815529083,0.022189405047204,-382.37476808905376
-3.8,-0.0875,19036.000000000007,0.0199267912562742,0.0224252110279476,-395.2380952380952
